frame_id,t_capture,t_detect_end,t_encode_end,t_send_end,t_recv_complete,compute_delay,encode_delay,tx_delay,prop_delay,total_delay,jpeg_quality
25,1766681439.1177847,1766681439.154154,1766681439.157159,1766681439.1925352,1766681439.198105,0.03636932373046875,0.0030050277709960938,0.03537607192993164,0.005569934844970703,0.08032035827636719,10
26,1766681439.2013252,1766681439.2339814,1766681439.23809,1766681439.2615962,1766681439.2713053,0.032656192779541016,0.0041086673736572266,0.02350616455078125,0.00970911979675293,0.06998014450073242,10
27,1766681439.2683043,1766681439.2947938,1766681439.3051002,1766681439.3274398,1766681439.4821703,0.0264894962310791,0.010306358337402344,0.022339582443237305,0.15473055839538574,0.2138659954071045,10
28,1766681439.340992,1766681439.3648477,1766681439.3768902,1766681439.4246604,1766681439.5033088,0.02385568618774414,0.012042522430419922,0.04777026176452637,0.07864832878112793,0.16231679916381836,10
29,1766681439.4360182,1766681439.4651823,1766681439.4758525,1766681439.5092435,1766681439.5243793,0.02916407585144043,0.010670185089111328,0.03339099884033203,0.015135765075683594,0.08836102485656738,10
30,1766681439.5203075,1766681439.5497444,1766681439.5497444,1766681439.575944,1766681439.5775905,0.029436826705932617,0.0,0.0261995792388916,0.0016465187072753906,0.05728292465209961,10
31,1766681439.5887804,1766681439.620285,1766681439.6233783,1766681439.6448538,1766681439.6426744,0.03150463104248047,0.003093242645263672,0.021475553512573242,-0.002179384231567383,0.05389404296875,10
32,1766681439.6524754,1766681439.677789,1766681439.677789,1766681439.7107325,1766681439.7148724,0.025313615798950195,0.0,0.0329434871673584,0.004139900207519531,0.062397003173828125,10
33,1766681439.7347977,1766681439.7668726,1766681439.7692242,1766681439.7999308,1766681439.8025143,0.032074928283691406,0.002351522445678711,0.03070664405822754,0.0025835037231445312,0.06771659851074219,10
34,1766681439.8084903,1766681439.8448894,1766681439.8480096,1766681439.8770545,1766681439.926022,0.036399126052856445,0.0031201839447021484,0.02904486656188965,0.048967599868774414,0.11753177642822266,10
35,1766681439.8903008,1766681439.923805,1766681439.9279435,1766681439.9760551,1766681439.980729,0.03350424766540527,0.004138469696044922,0.048111677169799805,0.004673957824707031,0.09042835235595703,10
36,1766681439.988386,1766681440.0260975,1766681440.0303876,1766681440.059492,1766681440.061974,0.03771162033081055,0.004290103912353516,0.02910447120666504,0.0024819374084472656,0.07358813285827637,10
37,1766681440.0724058,1766681440.1094973,1766681440.1128905,1766681440.1437123,1766681440.1474843,0.03709149360656738,0.0033931732177734375,0.030821800231933594,0.0037720203399658203,0.07507848739624023,10
38,1766681440.1552832,1766681440.1941733,1766681440.1967425,1766681440.2255733,1766681440.232671,0.03889012336730957,0.0025691986083984375,0.028830766677856445,0.007097721099853516,0.07738780975341797,10
39,1766681440.2354379,1766681440.2612803,1766681440.2761896,1766681440.3095884,1766681440.313018,0.02584242820739746,0.01490926742553711,0.03339886665344238,0.0034296512603759766,0.07758021354675293,10
40,1766681440.318281,1766681440.3565009,1766681440.3585956,1766681440.3782995,1766681440.380842,0.03821992874145508,0.002094745635986328,0.01970386505126953,0.0025424957275390625,0.06256103515625,10
41,1766681440.3893592,1766681440.4279313,1766681440.4279313,1766681440.4608924,1766681440.4621954,0.038572072982788086,0.0,0.032961130142211914,0.001302957534790039,0.07283616065979004,10
42,1766681440.4705398,1766681440.4992955,1766681440.5116544,1766681440.5449843,1766681440.5467398,0.028755664825439453,0.012358903884887695,0.03332996368408203,0.0017554759979248047,0.07620000839233398,10
43,1766681440.5567226,1766681440.5940213,1766681440.596884,1766681440.6281276,1766681440.6380634,0.03729867935180664,0.002862691879272461,0.031243562698364258,0.009935855865478516,0.08134078979492188,10
44,1766681440.6530175,1766681440.6814446,1766681440.6942291,1766681440.7263906,1766681440.7286623,0.0284271240234375,0.012784481048583984,0.03216147422790527,0.0022716522216796875,0.07564473152160645,10
45,1766681440.7364414,1766681440.7763493,1766681440.7788486,1766681440.809769,1766681440.8276844,0.03990793228149414,0.0024993419647216797,0.03092026710510254,0.01791548728942871,0.09124302864074707,10
46,1766681440.822414,1766681440.8593187,1766681440.8616834,1766681440.8946261,1766681440.896941,0.03690481185913086,0.002364635467529297,0.032942771911621094,0.0023148059844970703,0.07452702522277832,10
47,1766681440.9072099,1766681440.9451087,1766681440.9483616,1766681440.9680536,1766681440.971518,0.03789877891540527,0.0032529830932617188,0.019691944122314453,0.0034644603729248047,0.06430816650390625,10
48,1766681440.9765868,1766681441.0115561,1766681441.0115561,1766681441.044217,1766681441.046945,0.034969329833984375,0.0,0.03266096115112305,0.002727985382080078,0.0703582763671875,10
49,1766681441.0530217,1766681441.078051,1766681441.095947,1766681441.1326594,1766681441.1358924,0.025029420852661133,0.017895936965942383,0.0367124080657959,0.0032329559326171875,0.0828707218170166,10
50,1766681441.1429126,1766681441.1796482,1766681441.183434,1766681441.2111332,1766681441.2157393,0.03673553466796875,0.003785848617553711,0.02769923210144043,0.004606008529663086,0.07282662391662598,10
51,1766681441.2216315,1766681441.259897,1766681441.2630956,1766681441.2943046,1766681441.2965975,0.03826546669006348,0.0031986236572265625,0.03120899200439453,0.0022928714752197266,0.0749659538269043,10
52,1766681441.305894,1766681441.343228,1766681441.3456047,1766681441.377685,1766681441.3809001,0.03733420372009277,0.002376556396484375,0.03208041191101074,0.0032150745391845703,0.07500624656677246,10
53,1766681441.389475,1766681441.4279037,1766681441.430991,1766681441.4601274,1766681441.462933,0.038428544998168945,0.003087282180786133,0.02913641929626465,0.0028057098388671875,0.07345795631408691,10
54,1766681441.5826194,1766681441.6231592,1766681441.626638,1766681441.65828,1766681441.7347512,0.04053974151611328,0.0034787654876708984,0.03164196014404297,0.07647132873535156,0.1521317958831787,10
55,1766681441.6691265,1766681441.7112982,1766681441.71495,1766681441.7435405,1766681441.7559392,0.04217171669006348,0.003651857376098633,0.02859044075012207,0.012398719787597656,0.08681273460388184,10
56,1766681441.755604,1766681441.7966142,1766681441.7966142,1766681441.828424,1766681441.8276136,0.041010141372680664,0.0,0.03180980682373047,-0.0008103847503662109,0.07200956344604492,10
57,1766681441.838842,1766681441.8795109,1766681441.8815389,1766681441.9100847,1766681441.9685988,0.04066896438598633,0.0020279884338378906,0.028545856475830078,0.05851411819458008,0.12975692749023438,10
58,1766681441.919656,1766681441.9608314,1766681441.963997,1766681442.0091815,1766681442.029184,0.04117536544799805,0.0031654834747314453,0.04518461227416992,0.02000260353088379,0.1095280647277832,10
59,1766681442.0189865,1766681442.0581217,1766681442.0610392,1766681442.0939136,1766681442.0946014,0.03913521766662598,0.0029175281524658203,0.032874345779418945,0.0006878376007080078,0.07561492919921875,10
60,1766681442.1189542,1766681442.1594315,1766681442.1627386,1766681442.1955903,1766681442.197205,0.04047727584838867,0.0033071041107177734,0.0328516960144043,0.0016148090362548828,0.07825088500976562,10
61,1766681442.2055187,1766681442.2471633,1766681442.2491992,1766681442.2769496,1766681442.3125572,0.04164457321166992,0.002035856246948242,0.027750492095947266,0.03560757637023926,0.10703849792480469,10
62,1766681442.2899466,1766681442.3280053,1766681442.3324068,1766681442.3613076,1766681442.362751,0.03805875778198242,0.004401445388793945,0.028900861740112305,0.0014433860778808594,0.07280445098876953,10
63,1766681442.3873243,1766681442.4281507,1766681442.4313664,1766681442.4607859,1766681442.4654107,0.04082632064819336,0.003215789794921875,0.029419422149658203,0.004624843597412109,0.07808637619018555,10
64,1766681442.473283,1766681442.5117586,1766681442.5153108,1766681442.543888,1766681442.548152,0.03847551345825195,0.0035521984100341797,0.028577327728271484,0.004263877868652344,0.07486891746520996,10
65,1766681442.5560057,1766681442.594727,1766681442.5967429,1766681442.6280026,1766681442.6264296,0.038721323013305664,0.002015829086303711,0.031259775161743164,-0.0015730857849121094,0.07042384147644043,10
66,1766681442.636454,1766681442.677159,1766681442.680021,1766681442.710519,1766681442.7119617,0.040704965591430664,0.0028619766235351562,0.030498027801513672,0.0014426708221435547,0.07550764083862305,10
67,1766681442.723772,1766681442.761904,1766681442.761904,1766681442.793724,1766681442.792568,0.0381319522857666,0.0,0.031820058822631836,-0.0011560916900634766,0.06879591941833496,10
68,1766681442.8025377,1766681442.8292522,1766681442.8454916,1766681442.8772252,1766681442.8806686,0.026714563369750977,0.016239404678344727,0.03173351287841797,0.003443479537963867,0.07813096046447754,10
69,1766681442.8889065,1766681442.9258988,1766681442.9258988,1766681442.959781,1766681442.9624887,0.03699231147766113,0.0,0.03388214111328125,0.0027077198028564453,0.07358217239379883,10
70,1766681443.0284631,1766681443.0879462,1766681443.0942726,1766681443.1106288,1766681443.3658612,0.05948305130004883,0.006326436996459961,0.016356229782104492,0.2552323341369629,0.33739805221557617,10
71,1766681443.121353,1766681443.1630437,1766681443.1661227,1766681443.1948972,1766681443.3856974,0.041690826416015625,0.003078937530517578,0.028774499893188477,0.19080018997192383,0.2643444538116455,10
72,1766681443.2080705,1766681443.266257,1766681443.2687945,1766681443.2965405,1766681443.3996718,0.05818653106689453,0.0025374889373779297,0.027745962142944336,0.10313129425048828,0.19160127639770508,10
73,1766681443.3095329,1766681443.351652,1766681443.351652,1766681443.3948066,1766681443.4127562,0.04211902618408203,0.0,0.04315471649169922,0.017949581146240234,0.10322332382202148,10
74,1766681443.407328,1766681443.447519,1766681443.4505866,1766681443.478413,1766681443.4797955,0.0401911735534668,0.003067493438720703,0.027826547622680664,0.0013823509216308594,0.07246756553649902,10
75,1766681443.4901605,1766681443.5286353,1766681443.5286353,1766681443.5621643,1766681443.57105,0.03847479820251465,0.0,0.033529043197631836,0.008885622024536133,0.08088946342468262,10
76,1766681443.5688043,1766681443.6107478,1766681443.6140437,1766681443.6451397,1766681443.65294,0.04194355010986328,0.0032958984375,0.03109598159790039,0.00780034065246582,0.08413577079772949,10
77,1766681443.655857,1766681443.6961458,1766681443.698189,1766681443.7275455,1766681443.7309208,0.040288686752319336,0.0020432472229003906,0.02935647964477539,0.0033752918243408203,0.07506370544433594,10
78,1766681443.73859,1766681443.7639577,1766681443.7639577,1766681443.807811,1766681443.8106441,0.02536773681640625,0.0,0.0438532829284668,0.002833127975463867,0.07205414772033691,10
79,1766681443.8188179,1766681443.8581843,1766681443.8608577,1766681443.886178,1766681443.8876736,0.03936648368835449,0.0026733875274658203,0.02532029151916504,0.0014955997467041016,0.06885576248168945,10
80,1766681443.8970423,1766681443.9290986,1766681443.9290986,1766681443.9618905,1766681443.9609797,0.032056331634521484,0.0,0.032791852951049805,-0.0009107589721679688,0.06393742561340332,10
81,1766681443.9684978,1766681444.01031,1766681444.0124624,1766681444.0451522,1766681444.0513103,0.04181218147277832,0.0021524429321289062,0.032689809799194336,0.006158113479614258,0.08281254768371582,10
82,1766681444.0549676,1766681444.0986536,1766681444.101058,1766681444.1277006,1766681444.1314242,0.0436859130859375,0.002404451370239258,0.026642560958862305,0.003723621368408203,0.07645654678344727,10
83,1766681444.1389744,1766681444.17965,1766681444.1830442,1766681444.2110512,1766681444.2275102,0.04067564010620117,0.0033941268920898438,0.028007030487060547,0.016458988189697266,0.08853578567504883,10
84,1766681444.2212722,1766681444.2608354,1766681444.2641397,1766681444.2953937,1766681444.2976177,0.03956317901611328,0.0033042430877685547,0.03125405311584473,0.002223968505859375,0.07634544372558594,10
85,1766681444.3075192,1766681444.3473263,1766681444.3473263,1766681444.3810685,1766681444.3838768,0.03980708122253418,0.0,0.03374218940734863,0.0028083324432373047,0.07635760307312012,10
86,1766681444.3926575,1766681444.4376652,1766681444.4401376,1766681444.4679542,1766681444.4700055,0.04500770568847656,0.002472400665283203,0.0278165340423584,0.0020513534545898438,0.07734799385070801,10
87,1766681444.476441,1766681444.5122163,1766681444.5186021,1766681444.545629,1766681444.5438583,0.03577542304992676,0.00638580322265625,0.027026891708374023,-0.0017707347869873047,0.06741738319396973,10
88,1766681444.5549648,1766681444.5965726,1766681444.5999177,1766681444.6289582,1766681444.626646,0.04160785675048828,0.003345012664794922,0.02904057502746582,-0.002312183380126953,0.07168126106262207,10
89,1766681444.6378002,1766681444.688115,1766681444.691304,1766681444.7124848,1766681444.7151618,0.05031466484069824,0.0031890869140625,0.02118086814880371,0.0026769638061523438,0.0773615837097168,10
90,1766681444.722412,1766681444.7631822,1766681444.7631822,1766681444.7987335,1766681444.7993746,0.04077005386352539,0.0,0.03555130958557129,0.0006411075592041016,0.07696247100830078,10
91,1766681444.8101954,1766681444.8460243,1766681444.85411,1766681444.8794336,1766681444.8891943,0.03582882881164551,0.00808572769165039,0.02532362937927246,0.009760618209838867,0.07899880409240723,10
92,1766681444.888931,1766681444.930389,1766681444.9329298,1766681444.9613974,1766681444.964243,0.0414578914642334,0.0025408267974853516,0.028467655181884766,0.0028455257415771484,0.07531189918518066,10
93,1766681444.9727023,1766681445.0137486,1766681445.0176187,1766681445.045752,1766681445.050611,0.0410463809967041,0.0038700103759765625,0.028133392333984375,0.004858970642089844,0.07790875434875488,10
94,1766681445.0562062,1766681445.0980582,1766681445.1002188,1766681445.1280603,1766681445.1285365,0.04185199737548828,0.0021605491638183594,0.027841567993164062,0.0004761219024658203,0.07233023643493652,10
95,1766681445.1377573,1766681445.1636238,1766681445.180231,1766681445.2128465,1766681445.2120514,0.02586650848388672,0.016607284545898438,0.03261542320251465,-0.0007951259613037109,0.0742940902709961,10
96,1766681445.221937,1766681445.2629995,1766681445.2650378,1766681445.2947493,1766681445.2986257,0.04106259346008301,0.002038240432739258,0.029711484909057617,0.0038764476776123047,0.07668876647949219,10
97,1766681445.3046196,1766681445.3290968,1766681445.3470163,1766681445.3931835,1766681445.3978224,0.024477243423461914,0.017919540405273438,0.04616713523864746,0.0046389102935791016,0.09320282936096191,10
98,1766681445.403659,1766681445.4302328,1766681445.4448335,1766681445.4795365,1766681445.4863992,0.026573657989501953,0.014600753784179688,0.03470301628112793,0.006862640380859375,0.08274006843566895,10
99,1766681445.4884963,1766681445.5168676,1766681445.5168676,1766681445.5617642,1766681445.564748,0.028371334075927734,0.0,0.044896602630615234,0.0029838085174560547,0.07625174522399902,10
100,1766681445.5803702,1766681445.6185102,1766681445.6215124,1766681445.6493108,1766681445.654568,0.038140058517456055,0.003002166748046875,0.02779841423034668,0.005257129669189453,0.07419776916503906,10
101,1766681445.6623852,1766681445.6964262,1766681445.6964262,1766681445.7299473,1766681445.74637,0.03404092788696289,0.0,0.033521175384521484,0.016422748565673828,0.0839848518371582,10
102,1766681445.751818,1766681445.78986,1766681445.7930093,1766681445.8125033,1766681445.8147476,0.03804206848144531,0.003149271011352539,0.019494056701660156,0.002244234085083008,0.06292963027954102,10
103,1766681445.8222024,1766681445.8596575,1766681445.863129,1766681445.8968785,1766681445.8991616,0.037455081939697266,0.00347137451171875,0.03374958038330078,0.0022830963134765625,0.07695913314819336,10
104,1766681445.91869,1766681445.9576912,1766681445.95978,1766681446.007217,1766681446.0145404,0.0390012264251709,0.002088785171508789,0.04743695259094238,0.007323503494262695,0.09585046768188477,10
105,1766681447.0417264,1766681447.1125677,1766681447.1125677,1766681447.1315417,1766681447.2560766,0.07084131240844727,0.0,0.01897406578063965,0.12453484535217285,0.21435022354125977,10
106,1766681447.1422026,1766681447.2222269,1766681447.2222269,1766681447.2466822,1766681447.340958,0.08002424240112305,0.0,0.02445530891418457,0.09427595138549805,0.19875550270080566,10
107,1766681447.2599525,1766681447.3290603,1766681447.3290603,1766681447.346952,1766681447.3621612,0.0691077709197998,0.0,0.017891645431518555,0.015209197998046875,0.10220861434936523,10
108,1766681447.3561444,1766681447.4282544,1766681447.433241,1766681447.4657958,1766681447.4690018,0.07210993766784668,0.00498652458190918,0.03255486488342285,0.003206014633178711,0.11285734176635742,10
109,1766681447.479109,1766681447.5419307,1766681447.5440843,1766681447.5790696,1766681447.5816476,0.06282162666320801,0.002153635025024414,0.03498530387878418,0.0025780200958251953,0.1025385856628418,10
110,1766681447.5921695,1766681447.653515,1766681447.6567564,1766681447.6675456,1766681447.6802008,0.061345577239990234,0.003241300582885742,0.010789155960083008,0.012655258178710938,0.08803129196166992,10
111,1766681447.6745038,1766681447.7436259,1766681447.7477684,1766681447.7638962,1766681447.7666523,0.0691220760345459,0.0041425228118896484,0.016127824783325195,0.0027561187744140625,0.0921485424041748,10
112,1766681447.7740822,1766681447.829049,1766681447.8310988,1766681447.8634617,1766681447.872665,0.05496692657470703,0.002049684524536133,0.032362937927246094,0.009203195571899414,0.09858274459838867,10
113,1766681447.8769784,1766681447.913524,1766681447.913524,1766681447.9468806,1766681447.9457974,0.036545515060424805,0.0,0.033356666564941406,-0.0010831356048583984,0.06881904602050781,10
114,1766681447.9531446,1766681447.9806218,1766681447.9806218,1766681448.0150435,1766681448.017381,0.027477264404296875,0.0,0.034421682357788086,0.0023374557495117188,0.06423640251159668,10
115,1766681448.0355353,1766681448.0691202,1766681448.0691202,1766681448.0985713,1766681448.0964727,0.0335848331451416,0.0,0.02945113182067871,-0.002098560333251953,0.06093740463256836,10
116,1766681448.1081085,1766681448.1542199,1766681448.1562142,1766681448.2095833,1766681448.2127461,0.046111345291137695,0.0019943714141845703,0.05336904525756836,0.003162860870361328,0.10463762283325195,10
117,1766681448.2210612,1766681448.2531245,1766681448.255633,1766681448.2960303,1766681448.3006387,0.03206324577331543,0.0025086402893066406,0.04039716720581055,0.0046083927154541016,0.07957744598388672,10
118,1766681448.3069057,1766681448.348649,1766681448.3521495,1766681448.410692,1766681448.4137971,0.04174327850341797,0.0035004615783691406,0.058542490005493164,0.00310516357421875,0.10689139366149902,10
119,1766681448.4216113,1766681448.4471884,1766681448.4471884,1766681448.48067,1766681448.4841647,0.025577068328857422,0.0,0.033481597900390625,0.003494739532470703,0.06255340576171875,10
120,1766681448.503767,1766681448.5339868,1766681448.5360916,1766681448.562787,1766681448.5656192,0.03021979331970215,0.0021047592163085938,0.02669548988342285,0.002832174301147461,0.061852216720581055,10
121,1766681448.5737748,1766681448.597708,1766681448.597708,1766681448.6304147,1766681448.6311252,0.02393317222595215,0.0,0.03270673751831055,0.0007104873657226562,0.05735039710998535,10
122,1766681448.6529856,1766681448.6834614,1766681448.6859632,1766681448.7128944,1766681448.7149367,0.030475854873657227,0.0025017261505126953,0.026931285858154297,0.0020422935485839844,0.0619511604309082,10
123,1766681448.720416,1766681448.7504385,1766681448.7504385,1766681448.7805102,1766681448.7795997,0.030022382736206055,0.0,0.030071735382080078,-0.0009105205535888672,0.059183597564697266,10
124,1766681448.787431,1766681448.8173091,1766681448.8173091,1766681448.8611307,1766681448.8653913,0.02987813949584961,0.0,0.04382157325744629,0.004260540008544922,0.07796025276184082,10
125,1766681448.8713217,1766681448.9033284,1766681448.9063413,1766681448.929644,1766681448.9321113,0.03200674057006836,0.0030128955841064453,0.023302793502807617,0.0024671554565429688,0.06078958511352539,10
126,1766681448.9423454,1766681448.9760616,1766681448.9801657,1766681449.0443,1766681449.0442333,0.03371620178222656,0.004104137420654297,0.06413435935974121,-6.67572021484375e-05,0.10188794136047363,10
127,1766681449.0663831,1766681449.098586,1766681449.1015797,1766681449.1451771,1766681449.145702,0.032202959060668945,0.0029935836791992188,0.04359745979309082,0.0005247592926025391,0.07931876182556152,10
128,1766681449.153195,1766681449.1822848,1766681449.1822848,1766681449.2161796,1766681449.2200081,0.029089927673339844,0.0,0.03389477729797363,0.0038285255432128906,0.06681323051452637,10
129,1766681449.2384617,1766681449.2696729,1766681449.2696729,1766681449.2979386,1766681449.2998266,0.031211137771606445,0.0,0.028265714645385742,0.0018880367279052734,0.06136488914489746,10
130,1766681449.319301,1766681449.3524077,1766681449.3546362,1766681449.3946674,1766681449.3976743,0.03310680389404297,0.0022284984588623047,0.04003119468688965,0.0030069351196289062,0.07837343215942383,10
131,1766681449.4042468,1766681449.4311042,1766681449.4311042,1766681449.4639843,1766681449.4683316,0.026857376098632812,0.0,0.03288006782531738,0.004347324371337891,0.06408476829528809,10
132,1766681449.4874122,1766681449.5206692,1766681449.5227413,1766681449.5625045,1766681449.5647202,0.03325700759887695,0.0020720958709716797,0.03976321220397949,0.0022156238555908203,0.07730793952941895,10
133,1766681449.573117,1766681449.598173,1766681449.6144233,1766681449.6616774,1766681449.6706924,0.025055885314941406,0.0162503719329834,0.047254085540771484,0.009015083312988281,0.09757542610168457,10
134,1766681449.6731973,1766681449.7160966,1766681449.7195857,1766681449.7498634,1766681449.7530866,0.042899370193481445,0.0034890174865722656,0.030277729034423828,0.0032231807708740234,0.07988929748535156,10
135,1766681449.760348,1766681449.7975385,1766681449.7975385,1766681449.8466961,1766681449.848037,0.03719043731689453,0.0,0.04915761947631836,0.0013408660888671875,0.08768892288208008,10
136,1766681449.8571231,1766681449.8958776,1766681449.898926,1766681449.927633,1766681449.9372058,0.03875446319580078,0.003048419952392578,0.028707027435302734,0.009572744369506836,0.08008265495300293,10
137,1766681449.9381208,1766681449.975998,1766681449.9809048,1766681450.028665,1766681450.0309474,0.03787708282470703,0.004906892776489258,0.0477602481842041,0.002282381057739258,0.09282660484313965,10
138,1766681450.038766,1766681450.080492,1766681450.082718,1766681450.1142237,1766681450.1217558,0.041726112365722656,0.0022258758544921875,0.03150582313537598,0.0075321197509765625,0.08298993110656738,10
139,1766681450.1240938,1766681450.1643949,1766681450.166708,1766681450.2117546,1766681450.2129312,0.04030108451843262,0.0023131370544433594,0.04504656791687012,0.001176595687866211,0.0888373851776123,10
140,1766681450.2203484,1766681450.2478087,1766681450.2653954,1766681450.2971,1766681450.300255,0.027460336685180664,0.017586708068847656,0.03170466423034668,0.0031549930572509766,0.07990670204162598,10
141,1766681450.310736,1766681450.3517394,1766681450.354762,1766681450.3778672,1766681450.382467,0.04100346565246582,0.0030226707458496094,0.023105144500732422,0.004599809646606445,0.0717310905456543,10
142,1766681450.3851795,1766681450.4149415,1766681450.4149415,1766681450.447768,1766681450.4546072,0.02976202964782715,0.0,0.03282642364501953,0.006839275360107422,0.0694277286529541,10
143,1766681450.4690764,1766681450.5104253,1766681450.5134358,1766681450.579,1766681450.5791306,0.041348934173583984,0.0030105113983154297,0.06556415557861328,0.00013065338134765625,0.11005425453186035,10
144,1766681450.5886545,1766681450.6301131,1766681450.6326013,1766681450.6787033,1766681450.67998,0.0414586067199707,0.0024881362915039062,0.046102046966552734,0.0012767314910888672,0.09132552146911621,10
145,1766681450.6865246,1766681450.7248573,1766681450.7301855,1766681450.7785523,1766681450.7833736,0.03833270072937012,0.005328178405761719,0.04836678504943848,0.004821300506591797,0.09684896469116211,10
146,1766681450.7856004,1766681450.8158166,1766681450.8291748,1766681450.8784304,1766681450.8818626,0.030216217041015625,0.013358116149902344,0.0492556095123291,0.0034322738647460938,0.09626221656799316,10
147,1766681450.8882203,1766681450.9301758,1766681450.9331725,1766681450.9790483,1766681450.9844003,0.04195547103881836,0.002996683120727539,0.04587578773498535,0.005352020263671875,0.09617996215820312,10
148,1766681450.988736,1766681451.0302973,1766681451.0326545,1766681451.0790625,1766681451.085213,0.04156136512756348,0.0023572444915771484,0.04640793800354004,0.006150484085083008,0.09647703170776367,10
149,1766681451.092087,1766681451.140094,1766681451.1435385,1766681451.181262,1766681451.2119813,0.04800701141357422,0.0034444332122802734,0.037723541259765625,0.030719280242919922,0.11989426612854004,10
